date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:47:32	239795/239795	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Sep%202018%2007:49:30%20GMT	http://tavonline.net/html/madrid/img/singlework/environmental-9.jpg	C:/My%20Web%20Sites/newww/tavonline.net/html/madrid/img/singlework/environmental-9.jpg	(from http://tavonline.net/html/madrid/work-3.html)
12:47:33	2005/2005	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2022%20Sep%202018%2007:47:46%20GMT	http://tavonline.net/html/madrid/js/main.min.js	C:/My%20Web%20Sites/newww/tavonline.net/html/madrid/js/main.min.js	(from http://tavonline.net/html/madrid/work-3.html)
12:47:36	214025/214025	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Sep%202018%2007:48:19%20GMT	http://tavonline.net/html/madrid/img/singlework/environmental-7.jpg	C:/My%20Web%20Sites/newww/tavonline.net/html/madrid/img/singlework/environmental-7.jpg	(from http://tavonline.net/html/madrid/work-3.html)
12:47:36	125181/125181	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Sep%202018%2007:49:31%20GMT	http://tavonline.net/html/madrid/img/singlework/environmental-8.jpg	C:/My%20Web%20Sites/newww/tavonline.net/html/madrid/img/singlework/environmental-8.jpg	(from http://tavonline.net/html/madrid/work-3.html)
12:48:43	434041/434041	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Sep%202018%2007:48:29%20GMT	http://tavonline.net/html/madrid/img/singlework/ganje-1.jpg	C:/My%20Web%20Sites/newww/tavonline.net/html/madrid/img/singlework/ganje-1.jpg	(from http://tavonline.net/html/madrid/work-4.html)
12:49:04	537157/537157	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Sep%202018%2007:49:12%20GMT	http://tavonline.net/html/madrid/img/singlework/band-1.jpg	C:/My%20Web%20Sites/newww/tavonline.net/html/madrid/img/singlework/band-1.jpg	(from http://tavonline.net/html/madrid/work-5.html)
12:49:04	1259375/1259375	---M--	200	added ('OK')	image/gif	date:Sat,%2022%20Sep%202018%2007:48:25%20GMT	http://tavonline.net/html/madrid/img/singlework/factorie-6.gif	C:/My%20Web%20Sites/newww/tavonline.net/html/madrid/img/singlework/factorie-6.gif	(from http://tavonline.net/html/madrid/work-2.html)
12:49:07	149453/149453	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Sep%202018%2007:49:14%20GMT	http://tavonline.net/html/madrid/img/singlework/band-2.jpg	C:/My%20Web%20Sites/newww/tavonline.net/html/madrid/img/singlework/band-2.jpg	(from http://tavonline.net/html/madrid/work-5.html)
12:49:26	136079/136079	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Sep%202018%2007:49:17%20GMT	http://tavonline.net/html/madrid/img/singlework/band-3.jpg	C:/My%20Web%20Sites/newww/tavonline.net/html/madrid/img/singlework/band-3.jpg	(from http://tavonline.net/html/madrid/work-5.html)
12:49:28	701851/701851	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Sep%202018%2007:48:33%20GMT	http://tavonline.net/html/madrid/img/singlework/ganje-2.jpg	C:/My%20Web%20Sites/newww/tavonline.net/html/madrid/img/singlework/ganje-2.jpg	(from http://tavonline.net/html/madrid/work-4.html)
12:49:40	221823/221823	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Sep%202018%2007:49:06%20GMT	http://tavonline.net/html/madrid/img/singlework/band-4.jpg	C:/My%20Web%20Sites/newww/tavonline.net/html/madrid/img/singlework/band-4.jpg	(from http://tavonline.net/html/madrid/work-5.html)
12:49:43	222260/222260	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Sep%202018%2007:49:09%20GMT	http://tavonline.net/html/madrid/img/singlework/band-5.jpg	C:/My%20Web%20Sites/newww/tavonline.net/html/madrid/img/singlework/band-5.jpg	(from http://tavonline.net/html/madrid/work-5.html)
12:50:09	265272/265272	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Sep%202018%2007:49:02%20GMT	http://tavonline.net/html/madrid/img/singlework/band-6.jpg	C:/My%20Web%20Sites/newww/tavonline.net/html/madrid/img/singlework/band-6.jpg	(from http://tavonline.net/html/madrid/work-5.html)
12:50:13	198024/198024	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Sep%202018%2007:49:30%20GMT	http://tavonline.net/html/madrid/img/singlework/trave-1.jpg	C:/My%20Web%20Sites/newww/tavonline.net/html/madrid/img/singlework/trave-1.jpg	(from http://tavonline.net/html/madrid/work-7.html)
12:50:20	321928/321928	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Sep%202018%2007:48:57%20GMT	http://tavonline.net/html/madrid/img/singlework/band-9.jpg	C:/My%20Web%20Sites/newww/tavonline.net/html/madrid/img/singlework/band-9.jpg	(from http://tavonline.net/html/madrid/work-5.html)
12:50:57	272920/272920	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Sep%202018%2007:49:19%20GMT	http://tavonline.net/html/madrid/img/singlework/trave-4.jpg	C:/My%20Web%20Sites/newww/tavonline.net/html/madrid/img/singlework/trave-4.jpg	(from http://tavonline.net/html/madrid/work-7.html)
12:50:59	231695/231695	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Sep%202018%2007:49:20%20GMT	http://tavonline.net/html/madrid/img/singlework/massimo-1.jpg	C:/My%20Web%20Sites/newww/tavonline.net/html/madrid/img/singlework/massimo-1.jpg	(from http://tavonline.net/html/madrid/work-6.html)
12:51:10	64760/64760	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Sep%202018%2007:49:21%20GMT	http://tavonline.net/html/madrid/img/singlework/massimo-3.jpg	C:/My%20Web%20Sites/newww/tavonline.net/html/madrid/img/singlework/massimo-3.jpg	(from http://tavonline.net/html/madrid/work-6.html)
12:51:10	546262/546262	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Sep%202018%2007:49:25%20GMT	http://tavonline.net/html/madrid/img/singlework/trave-2.jpg	C:/My%20Web%20Sites/newww/tavonline.net/html/madrid/img/singlework/trave-2.jpg	(from http://tavonline.net/html/madrid/work-7.html)
12:51:12	98014/98014	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Sep%202018%2007:49:21%20GMT	http://tavonline.net/html/madrid/img/singlework/massimo-2.jpg	C:/My%20Web%20Sites/newww/tavonline.net/html/madrid/img/singlework/massimo-2.jpg	(from http://tavonline.net/html/madrid/work-6.html)
12:51:22	465814/465814	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Sep%202018%2007:49:27%20GMT	http://tavonline.net/html/madrid/img/singlework/trave-3.jpg	C:/My%20Web%20Sites/newww/tavonline.net/html/madrid/img/singlework/trave-3.jpg	(from http://tavonline.net/html/madrid/work-7.html)
